date,taxa_compra_manha,taxa_venda_manha,PU_compra_manha,PU_venda_manha,PU_base_manha
2010-01-04,,,,,
2010-01-05,,,,,
2010-01-06,,,,,
2010-01-07,,,,,
2010-01-08,,,,,
2010-01-11,,,,,
2010-01-12,,,,,
2010-01-13,,,,,
2010-01-14,,,,,
2010-01-15,,,,,
2010-01-18,,,,,
2010-01-19,,,,,
2010-01-20,,,,,
2010-01-21,,,,,
2010-01-22,,,,,
2010-01-25,,,,,
2010-01-26,,,,,
2010-01-27,,,,,
2010-01-28,,,,,
2010-01-29,,,,,
2010-02-01,,,,,
2010-02-02,,,,,
2010-02-03,,,,,
2010-02-04,,,,,
2010-02-05,,,,,
2010-02-08,,,,,
2010-02-09,,,,,
2010-02-10,,,,,
2010-02-11,,,,,
2010-02-12,,,,,
2010-02-17,,,,,
2010-02-18,,,,,
2010-02-19,,,,,
2010-02-22,,,,,
2010-02-23,,,,,
2010-02-24,,,,,
2010-02-25,,,,,
2010-02-26,,,,,
2010-03-01,,,,,
2010-03-02,,,,,
2010-03-03,,,,,
2010-03-04,,,,,
2010-03-05,,,,,
2010-03-08,,,,,
2010-03-09,,,,,
2010-03-10,0.0625,0.0635,413.99,404.33,404.12
2010-03-11,0.0625,0.0635,414.2,404.54,404.33
2010-03-12,0.0627,0.0637,412.69,403.07,402.82
2010-03-15,0.0628,0.0638,411.87,402.27,402.12
2010-03-16,0.0627,0.0637,413.0,403.37,403.22
2010-03-17,0.0626,0.0636,414.13,404.47,404.32
2010-03-18,0.0626,0.0636,414.28,404.62,404.47
2010-03-19,0.0622,0.0632,418.46,408.71,408.46
2010-03-22,0.0622,0.0632,418.62,408.86,408.71
2010-03-23,0.0622,0.0632,418.77,409.01,408.86
2010-03-24,0.062,0.063,421.05,411.24,411.07
2010-03-25,0.062,0.063,421.22,411.41,411.24
2010-03-26,0.0619,0.0629,422.52,412.68,412.38
2010-03-29,0.0618,0.0628,423.69,413.82,413.65
2010-03-30,0.0615,0.0625,426.87,416.92,416.75
2010-03-31,0.0617,0.0627,425.03,415.13,414.96
2010-04-01,0.0616,0.0626,426.41,416.47,416.1
2010-04-05,0.0614,0.0624,428.59,418.61,418.44
2010-04-06,0.0613,0.0623,429.77,419.76,419.6
2010-04-07,0.0614,0.0624,428.93,418.94,418.78
2010-04-08,0.061,0.062,433.24,423.15,422.98
2010-04-09,0.0602,0.0612,441.81,431.52,431.2
2010-04-12,0.0602,0.0612,441.99,431.69,431.52
2010-04-13,0.0602,0.0612,442.17,431.87,431.69
2010-04-14,0.061,0.062,434.08,423.98,423.81
2010-04-15,0.0615,0.0625,429.17,419.18,419.02
2010-04-16,0.0616,0.0626,428.46,418.5,418.2
2010-04-19,0.0613,0.0623,431.67,421.63,421.46
2010-04-20,0.0612,0.0622,432.92,422.85,422.62
2010-04-22,0.0618,0.0628,427.05,417.13,416.96
2010-04-23,0.0618,0.0628,427.37,417.44,417.13
2010-04-26,0.0616,0.0626,429.56,419.57,419.4
2010-04-27,0.0606,0.0616,439.96,429.73,429.56
2010-04-28,0.0603,0.0613,443.26,432.95,432.77
2010-04-29,0.0605,0.0615,441.35,431.09,430.91
2010-04-30,0.0594,0.0604,453.26,442.71,442.39
2010-05-03,0.0595,0.0605,452.37,441.85,441.67
2010-05-04,0.0592,0.0602,455.76,445.16,444.98
2010-05-05,0.0596,0.0606,451.67,441.16,440.99
2010-05-06,0.0602,0.0612,445.51,435.16,434.98
2010-05-07,0.0613,0.0623,434.71,424.62,424.27
2010-05-10,0.063,0.064,417.88,408.2,408.02
2010-05-11,0.0624,0.0634,423.99,414.16,413.98
2010-05-12,0.0622,0.0632,426.16,416.29,416.1
2010-05-13,0.0622,0.0632,426.35,416.47,416.29
2010-05-14,0.0612,0.0622,436.79,426.65,426.37
2010-05-17,0.0613,0.0623,435.93,425.82,425.65
2010-05-18,0.062,0.063,428.99,419.05,418.89
2010-05-19,0.0627,0.0637,422.17,412.4,412.23
2010-05-20,0.0632,0.0642,417.41,407.76,407.6
2010-05-21,0.0633,0.0643,416.76,407.12,406.83
2010-05-24,0.0634,0.0644,415.95,406.33,406.17
2010-05-25,0.0635,0.0645,415.14,405.54,405.38
2010-05-26,0.0637,0.0647,413.37,403.81,403.65
2010-05-27,0.0637,0.0647,413.53,403.98,403.81
2010-05-28,0.0637,0.0647,413.83,404.26,403.98
2010-05-31,0.0637,0.0647,413.99,404.43,404.26
2010-06-01,0.0635,0.0645,416.1,406.48,406.32
2010-06-02,0.0632,0.0642,419.26,409.57,409.34
2010-06-04,0.0629,0.0639,422.51,412.75,412.45
2010-06-07,0.0625,0.0635,426.65,416.79,416.62
2010-06-08,0.0625,0.0635,426.82,416.96,416.79
2010-06-09,0.0625,0.0635,426.81,416.95,416.79
2010-06-10,0.0625,0.0635,426.97,417.11,416.95
2010-06-11,0.0624,0.0634,428.25,418.36,418.08
2010-06-14,0.0625,0.0635,427.41,417.54,417.41
2010-06-15,0.0625,0.0635,427.55,417.68,417.54
2010-06-16,0.0627,0.0637,425.69,415.86,415.73
2010-06-17,0.0626,0.0636,426.82,416.97,416.84
2010-06-18,0.0627,0.0637,426.03,416.19,416.0
2010-06-21,0.0626,0.0636,427.16,417.3,417.17
2010-06-22,0.0623,0.0633,430.3,420.37,420.23
2010-06-23,0.0623,0.0633,430.3,420.38,420.26
2010-06-24,0.0624,0.0634,429.42,419.52,419.4
2010-06-25,0.0623,0.0633,430.59,420.65,420.5
2010-06-28,0.0623,0.0633,430.71,420.77,420.65
2010-06-29,0.0624,0.0634,429.82,419.92,419.8
2010-06-30,0.0629,0.0639,424.96,415.17,415.05
2010-07-01,0.063,0.064,424.09,414.32,414.2
2010-07-02,0.0626,0.0636,428.23,418.36,418.2
2010-07-05,0.0627,0.0637,427.35,417.51,417.39
2010-07-06,0.0627,0.0637,427.47,417.63,417.51
2010-07-07,0.0628,0.0638,426.17,416.36,416.26
2010-07-08,0.0627,0.0637,427.27,417.43,417.33
2010-07-09,0.063,0.064,424.4,414.63,414.53
2010-07-12,0.063,0.064,424.5,414.73,414.63
2010-07-13,0.0636,0.0646,418.71,409.09,408.98
2010-07-14,0.0636,0.0646,418.82,409.19,409.06
2010-07-15,0.0631,0.0641,423.85,414.1,413.97
2010-07-16,0.0628,0.0638,427.0,417.18,417.0
2010-07-19,0.0621,0.0631,434.16,424.16,424.03
2010-07-20,0.0623,0.0633,432.27,422.32,422.2
2010-07-21,0.0622,0.0632,433.25,423.29,423.18
2010-07-22,0.0624,0.0634,431.35,421.43,421.32
2010-07-23,0.0619,0.0629,436.52,426.48,426.36
2010-07-26,0.0618,0.0628,437.65,427.58,427.47
2010-07-27,0.0618,0.0628,437.76,427.69,427.58
2010-07-28,0.0615,0.0625,440.93,430.79,430.69
